"gene","mate","read_id","pair_id","n_hsps","qstart_union","qend_union","aa_covered_by_read","sstart_union","send_union","best_pident","best_evalue","best_bitscore"
"ATPF1A","R1","SRR7910035.20271529","SRR7910035.20271529",1,"369","468",100,"1","300",96,1.41e-57,194
"ATPF1A","R2","SRR7910035.20271529","SRR7910035.20271529",1,"312","406",95,"6","290",64.211,5.18e-30,120
"POLIB","R1","SRR7910035.20273330","SRR7910035.20273330",1,"466","541",76,"2","295",40.816,4.7e-13,73.2
"ATPF1A","R1","SRR7910035.20280055","SRR7910035.20280055",1,"292","391",100,"2","301",91,6.06e-56,189
"ATPF1A","R2","SRR7910035.20280055","SRR7910035.20280055",1,"224","322",99,"1","297",76.768,7.06e-40,147
"POLIB","R1","SRR7910035.20282491","SRR7910035.20282491",1,"662","759",98,"3","296",85.714,1.94e-49,177
"POLIB","R2","SRR7910035.20282491","SRR7910035.20282491",1,"588","687",100,"1","300",82,6.06e-45,164
"ATPF1A","R1","SRR7910035.20282987","SRR7910035.20282987",1,"222","320",99,"2","298",90.909,4.01e-54,185
"ATPF1A","R2","SRR7910035.20282987","SRR7910035.20282987",1,"406","502",97,"3","293",70.103,2.53e-35,134
"POLIB","R1","SRR7910035.20285644","SRR7910035.20285644",1,"581","680",100,"2","301",97,4.27e-58,201
"POLIB","R2","SRR7910035.20285644","SRR7910035.20285644",1,"506","605",100,"1","300",76,2.14e-41,154
"POLIB","R1","SRR7910035.20285690","SRR7910035.20285690",1,"162","260",99,"1","297",92.929,1e-55,194
"POLIB","R2","SRR7910035.20285690","SRR7910035.20285690",1,"26","124",99,"1","297",85.859,1.51e-46,168
"ATOM40","R1","SRR7910035.20286554","SRR7910035.20286554",1,"54","153",100,"2","301",97,4.99e-52,173
"TAC102","R1","SRR7910035.20290463","SRR7910035.20290463",1,"1","57",57,"1","171",94.737,9.05e-27,111
"ATPF1B","R1","SRR7910035.20291327","SRR7910035.20291327",1,"434","519",86,"3","260",98.837,1.6e-35,134
"ATPF1A","R1","SRR7910035.20291449","SRR7910035.20291449",1,"166","265",100,"1","300",99,8.93e-60,199
"ATPF1A","R2","SRR7910035.20291449","SRR7910035.20291449",1,"224","323",100,"2","301",86,7.87e-51,176
"ATPF1B","R2","SRR7910035.20294059","SRR7910035.20294059",1,"71","156",86,"1","258",69.767,2.27e-30,120
"POLIB","R1","SRR7910035.20294646","SRR7910035.20294646",1,"975","1073",99,"2","298",98.99,8.96e-59,203
"POLIB","R2","SRR7910035.20294646","SRR7910035.20294646",1,"935","1034",100,"1","300",94,1.86e-55,194
"ATPF1A","R1","SRR7910035.20297437","SRR7910035.20297437",1,"283","381",99,"3","299",93.939,1.9e-57,193
"ATPF1A","R2","SRR7910035.20297437","SRR7910035.20297437",1,"409","507",99,"2","298",83.838,1.59e-48,170
"ATPF1A","R1","SRR7910035.20299225","SRR7910035.20299225",1,"42","114",73,"2","220",100,4.48e-41,150
"ATPF1G","R1","SRR7910035.2030060","SRR7910035.2030060",1,"1","92",92,"1","276",100,1.13e-58,189
"ATPF1G","R2","SRR7910035.2030060","SRR7910035.2030060",1,"1","72",72,"83","298",93.056,1.68e-38,137
"ATPF1A","R1","SRR7910035.20300620","SRR7910035.20300620",1,"542","584",43,"171","299",97.674,1.69e-19,90.5
"ATPF1A","R2","SRR7910035.20300620","SRR7910035.20300620",1,"494","583",90,"3","272",100,2.9e-57,193
"ATOM40","R1","SRR7910035.20300792","SRR7910035.20300792",1,"179","277",99,"3","299",97.98,1.01e-64,206
"ATOM40","R2","SRR7910035.20300792","SRR7910035.20300792",1,"143","241",99,"1","297",87.879,1.61e-53,177
"ATOM40","R1","SRR7910035.20301389","SRR7910035.20301389",1,"152","250",99,"3","299",98.99,9.7e-65,206
"ATOM40","R2","SRR7910035.20301389","SRR7910035.20301389",1,"63","160",98,"1","294",92.857,1.2e-45,157
"POLIB","R1","SRR7910035.20303930","SRR7910035.20303930",1,"1051","1143",93,"1","282",47.872,1.02e-17,86.7
"ATPF1B","R2","SRR7910035.20304871","SRR7910035.20304871",1,"337","430",94,"1","282",78.723,9.63e-40,145
"TAC102","R1","SRR7910035.20306786","SRR7910035.20306786",1,"743","842",100,"1","300",99,1.9e-35,136
"TAC102","R2","SRR7910035.20306786","SRR7910035.20306786",1,"733","788",56,"72","239",98.214,1.15e-24,105
"ATPF1B","R1","SRR7910035.20307070","SRR7910035.20307070",1,"247","344",98,"1","294",98.98,2.56e-60,199
"ATPF1B","R2","SRR7910035.20307070","SRR7910035.20307070",1,"152","251",100,"1","300",95,1.27e-44,158
"ATPF1A","R1","SRR7910035.20307870","SRR7910035.20307870",1,"138","235",98,"1","294",97.959,6.18e-57,192
"ATPF1A","R2","SRR7910035.20307870","SRR7910035.20307870",1,"45","110",66,"83","280",72.727,6.84e-21,94.4
"POLIB","R1","SRR7910035.20311300","SRR7910035.20311300",1,"1086","1153",68,"25","228",57.353,9.95e-21,95.1
"TAC102","R1","SRR7910035.20311598","SRR7910035.20311598",1,"304","402",99,"3","299",92.929,5.49e-52,183
"TAC102","R2","SRR7910035.20311598","SRR7910035.20311598",1,"391","483",93,"3","281",79.57,4.66e-33,129
"ATPF1A","R2","SRR7910035.2031453","SRR7910035.2031453",1,"5","104",100,"1","300",89,9.34e-33,127
"ATPF1B","R1","SRR7910035.20316704","SRR7910035.20316704",1,"313","412",100,"2","301",99,1.69e-61,202
"ATPF1B","R2","SRR7910035.20316704","SRR7910035.20316704",1,"284","382",99,"3","299",96.97,1.07e-57,192
"ATPF1B","R1","SRR7910035.2031975","SRR7910035.2031975",1,"386","485",100,"1","300",100,4.89e-63,206
"ATPF1B","R2","SRR7910035.2031975","SRR7910035.2031975",1,"399","492",94,"19","300",100,4.02e-58,194
"ATPF1G","R1","SRR7910035.2031989","SRR7910035.2031989",1,"111","210",100,"2","301",98,3.33e-66,208
"ATPF1G","R2","SRR7910035.2031989","SRR7910035.2031989",1,"93","192",100,"1","300",97,3.23e-66,208
"ATPF1G","R1","SRR7910035.20322183","SRR7910035.20322183",1,"184","283",100,"2","301",99,3.25e-62,198
"ATPF1G","R2","SRR7910035.20322183","SRR7910035.20322183",1,"76","175",100,"1","300",97,5.84e-65,205
"TAC102","R1","SRR7910035.20322236","SRR7910035.20322236",1,"396","494",99,"2","298",95.96,3.41e-55,192
"TAC102","R2","SRR7910035.20322236","SRR7910035.20322236",1,"499","597",99,"1","297",72.727,3.57e-36,138
"TAC102","R1","SRR7910035.20324578","SRR7910035.20324578",1,"604","648",45,"167","301",93.333,2.38e-17,85.1
"TAC102","R2","SRR7910035.20324578","SRR7910035.20324578",1,"554","644",91,"2","274",87.912,1.58e-44,162
"POLIB","R1","SRR7910035.20326992","SRR7910035.20326992",1,"1298","1396",99,"3","299",98.99,5.85e-59,204
"POLIB","R2","SRR7910035.20326992","SRR7910035.20326992",1,"1250","1349",100,"1","300",88,3.3e-55,193
"ATPF1B","R1","SRR7910035.20327558","SRR7910035.20327558",1,"1","85",85,"1","255",98.824,4.83e-48,167
"ATOM40","R1","SRR7910035.2032819","SRR7910035.2032819",1,"83","147",65,"3","197",100,1.84e-37,135
"ATOM40","R2","SRR7910035.2032819","SRR7910035.2032819",1,"83","147",65,"10","204",100,1.85e-37,135
"POLIB","R1","SRR7910035.20331374","SRR7910035.20331374",1,"562","661",100,"2","301",99,8.62e-57,197
"POLIB","R2","SRR7910035.20331374","SRR7910035.20331374",1,"467","566",100,"1","300",91,1.05e-55,194
"ATPF1A","R1","SRR7910035.20331595","SRR7910035.20331595",1,"289","387",99,"3","299",94.949,5.26e-59,197
"ATPF1A","R2","SRR7910035.20331595","SRR7910035.20331595",1,"361","449",89,"1","267",73.034,5.27e-29,117
"ATPF1A","R1","SRR7910035.20332251","SRR7910035.20332251",1,"450","549",100,"2","301",99,3e-64,211
"ATPF1A","R2","SRR7910035.20332251","SRR7910035.20332251",1,"371","469",99,"3","299",79.798,1.32e-43,157
"POLIB","R1","SRR7910035.20333723","SRR7910035.20333723",1,"1176","1275",100,"2","301",98,7.06e-62,212
"ATPF1A","R1","SRR7910035.20336449","SRR7910035.20336449",1,"221","318",98,"3","296",100,2.43e-61,204
"ATPF1A","R2","SRR7910035.20336449","SRR7910035.20336449",1,"306","405",100,"1","300",91,3.79e-53,182
"ATPF1G","R1","SRR7910035.20340676","SRR7910035.20340676",1,"98","197",100,"1","300",98,1.71e-66,209
"ATPF1G","R2","SRR7910035.20340676","SRR7910035.20340676",1,"1","66",66,"98","295",93.939,7.58e-35,128
"ATPF1A","R1","SRR7910035.2034236","SRR7910035.2034236",1,"42","127",86,"3","260",98.837,9.49e-51,176
"ATPF1A","R2","SRR7910035.2034236","SRR7910035.2034236",1,"540","584",45,"2","136",86.667,1.49e-16,82
"POLIB","R1","SRR7910035.20342808","SRR7910035.20342808",1,"1138","1236",99,"6","299",40.594,2.63e-12,71.2
"POLIB","R2","SRR7910035.20342808","SRR7910035.20342808",1,"1263","1361",99,"4","288",40.594,2.63e-15,79.7
"ATPF1A","R1","SRR7910035.20344519","SRR7910035.20344519",1,"290","388",99,"2","298",97.98,1.1e-60,202
"ATPF1A","R2","SRR7910035.20344519","SRR7910035.20344519",1,"192","291",100,"1","300",91,8.75e-53,181
"TAC102","R1","SRR7910035.20345424","SRR7910035.20345424",1,"733","769",37,"1","111",97.297,2.02e-11,68.2
"ATPF1G","R1","SRR7910035.20346588","SRR7910035.20346588",1,"23","122",100,"2","301",99,1.29e-65,206
"ATPF1G","R2","SRR7910035.20346588","SRR7910035.20346588",1,"1","70",70,"92","301",90,1.79e-34,127
"POLIB","R1","SRR7910035.20350385","SRR7910035.20350385",1,"1086","1167",82,"15","263",54.217,5.08e-22,99
"POLIB","R1","SRR7910035.20350497","SRR7910035.20350497",1,"1","74",74,"79","300",100,8.46e-43,158
"POLIB","R2","SRR7910035.20350497","SRR7910035.20350497",1,"26","124",99,"3","299",96.97,9.73e-58,200
"ATPF1B","R2","SRR7910035.20350662","SRR7910035.20350662",1,"1","85",85,"2","256",90.588,4.84e-41,149
"ATPF1A","R2","SRR7910035.20353814","SRR7910035.20353814",1,"482","581",100,"1","300",99,2.35e-64,211
"POLIB","R2","SRR7910035.20353934","SRR7910035.20353934",1,"1098","1194",97,"3","299",50.505,7.65e-23,101
"POLIB","R1","SRR7910035.2035694","SRR7910035.2035694",1,"390","489",100,"2","301",100,2.81e-60,207
"POLIB","R2","SRR7910035.2035694","SRR7910035.2035694",1,"494","592",99,"1","297",92.929,1.61e-55,194
"ATPF1G","R1","SRR7910035.20358388","SRR7910035.20358388",1,"129","228",100,"2","301",99,2.62e-66,208
"ATPF1G","R2","SRR7910035.20358388","SRR7910035.20358388",1,"38","137",100,"2","301",96,3.24e-65,206
"TAC102","R1","SRR7910035.20358886","SRR7910035.20358886",1,"190","278",89,"3","269",100,5.17e-52,183
"TAC102","R2","SRR7910035.20358886","SRR7910035.20358886",1,"155","253",99,"3","299",96.97,2.72e-47,170
"POLIB","R1","SRR7910035.20359224","SRR7910035.20359224",1,"1199","1298",100,"2","301",96,1.61e-57,200
"POLIB","R2","SRR7910035.20359224","SRR7910035.20359224",1,"1152","1251",100,"2","301",95,8.49e-60,206
"ATPF1A","R1","SRR7910035.20365136","SRR7910035.20365136",1,"465","564",100,"2","301",100,3.79e-65,214
"ATPF1A","R2","SRR7910035.20365136","SRR7910035.20365136",1,"378","476",99,"1","297",96.97,8.18e-58,194
"ATPF1B","R2","SRR7910035.2036702","SRR7910035.2036702",1,"411","492",82,"2","247",100,1.85e-49,171
"ATPF1G","R1","SRR7910035.20367875","SRR7910035.20367875",1,"61","160",100,"1","300",98,1.88e-65,206
"ATPF1G","R2","SRR7910035.20367875","SRR7910035.20367875",1,"133","228",96,"1","288",91.667,4.3e-55,180
"ATPF1B","R1","SRR7910035.20368589","SRR7910035.20368589",1,"68","166",99,"3","299",98.99,3.38e-60,199
"ATPF1B","R2","SRR7910035.20368589","SRR7910035.20368589",1,"145","244",100,"2","301",96,7.78e-46,161
"TAC102","R1","SRR7910035.20369022","SRR7910035.20369022",1,"243","341",99,"3","299",95.96,1.94e-56,196
"TAC102","R2","SRR7910035.20369022","SRR7910035.20369022",1,"331","430",100,"1","300",78,5.46e-42,155
"TAC102","R1","SRR7910035.20371165","SRR7910035.20371165",1,"172","271",100,"1","300",100,7.82e-52,183
"TAC102","R2","SRR7910035.20371165","SRR7910035.20371165",1,"219","315",97,"3","293",95.876,6.46e-54,189
"POLIB","R1","SRR7910035.20372313","SRR7910035.20372313",1,"1","53",53,"1","159",100,4.06e-27,113
"POLIB","R1","SRR7910035.20373181","SRR7910035.20373181",1,"137","236",100,"2","301",100,7.16e-61,209
"POLIB","R2","SRR7910035.20373181","SRR7910035.20373181",1,"256","355",100,"2","301",92,1.61e-53,188
"POLIB","R2","SRR7910035.20373342","SRR7910035.20373342",1,"1133","1226",94,"1","288",38.542,6.61e-13,72.8
"ATPF1A","R1","SRR7910035.20375351","SRR7910035.20375351",1,"539","584",46,"162","299",100,2.47e-23,101
"ATPF1A","R2","SRR7910035.20375351","SRR7910035.20375351",1,"460","559",100,"1","300",99,6.65e-64,210
"ATPF1A","R1","SRR7910035.20377212","SRR7910035.20377212",1,"291","376",86,"3","260",100,1.72e-53,182
"ATPF1A","R2","SRR7910035.20377212","SRR7910035.20377212",1,"291","378",88,"2","265",93.182,1.93e-50,175
"ATPF1A","R1","SRR7910035.20378055","SRR7910035.20378055",1,"43","141",99,"3","299",100,2.01e-60,201
"ATPF1A","R2","SRR7910035.20378055","SRR7910035.20378055",1,"118","216",99,"3","299",92.929,2.35e-54,185
"POLIB","R1","SRR7910035.20381321","SRR7910035.20381321",1,"1085","1172",88,"38","301",100,7.35e-54,189
"POLIB","R2","SRR7910035.20381321","SRR7910035.20381321",1,"1151","1250",100,"1","300",98,4.18e-62,213
"POLIB","R1","SRR7910035.20383456","SRR7910035.20383456",1,"1365","1404",40,"3","122",100,1.65e-14,77.4
"POLIB","R1","SRR7910035.20385095","SRR7910035.20385095",1,"516","615",100,"1","300",99,8.91e-62,212
"POLIB","R2","SRR7910035.20385095","SRR7910035.20385095",1,"603","699",97,"1","291",94.845,3.78e-55,193
"ATOM40","R1","SRR7910035.2038605","SRR7910035.2038605",1,"83","176",94,"1","282",100,2.89e-59,192
"ATOM40","R2","SRR7910035.2038605","SRR7910035.2038605",1,"83","176",94,"2","283",98.936,1.34e-58,190
"ATOM40","R1","SRR7910035.20387258","SRR7910035.20387258",1,"261","351",91,"28","300",100,1.35e-58,190
"ATOM40","R2","SRR7910035.20387258","SRR7910035.20387258",1,"187","286",100,"1","300",75,4.08e-43,150
"ATPF1A","R1","SRR7910035.20387546","SRR7910035.20387546",1,"379","473",95,"3","287",100,5.68e-57,192
"ATPF1A","R2","SRR7910035.20387546","SRR7910035.20387546",1,"379","473",95,"2","286",97.895,1.38e-55,189
"ATPF1A","R1","SRR7910035.20392800","SRR7910035.20392800",1,"469","567",99,"3","299",98.99,5.31e-63,208
"ATPF1A","R2","SRR7910035.20392800","SRR7910035.20392800",1,"319","417",99,"3","299",93.939,2.23e-55,188
"ATPF1A","R1","SRR7910035.20396072","SRR7910035.20396072",1,"182","281",100,"2","301",99,1.16e-59,199
"ATPF1A","R1","SRR7910035.20399158","SRR7910035.20399158",1,"287","386",100,"2","301",99,1.41e-62,207
"ATPF1A","R2","SRR7910035.20399158","SRR7910035.20399158",1,"189","287",99,"3","299",91.919,6.74e-52,179
"ATPF1B","R1","SRR7910035.20403465","SRR7910035.20403465",1,"1","35",35,"195","299",100,1.43e-12,70.5
"ATPF1B","R2","SRR7910035.20403465","SRR7910035.20403465",1,"1","67",67,"2","202",100,7.77e-35,132
"ATPF1A","R1","SRR7910035.20404065","SRR7910035.20404065",1,"88","187",100,"2","301",100,5.97e-61,202
"ATPF1A","R2","SRR7910035.20404065","SRR7910035.20404065",1,"195","293",99,"3","299",96.97,2.07e-57,193
"POLIB","R1","SRR7910035.20404581","SRR7910035.20404581",1,"437","535",99,"3","299",100,2.71e-63,216
"POLIB","R2","SRR7910035.20404581","SRR7910035.20404581",1,"396","494",99,"3","299",97.98,7.38e-59,204
"ATOM40","R1","SRR7910035.20405736","SRR7910035.20405736",1,"28","127",100,"1","300",98,1.74e-53,177
"ATOM40","R2","SRR7910035.20405736","SRR7910035.20405736",1,"1","49",49,"153","299",85.714,4.88e-18,84.7
"POLIB","R1","SRR7910035.20408214","SRR7910035.20408214",1,"1113","1212",100,"1","300",100,6.76e-61,209
"POLIB","R2","SRR7910035.20408214","SRR7910035.20408214",1,"1117","1215",99,"3","299",97.98,2.55e-58,202
"POLIB","R1","SRR7910035.20409239","SRR7910035.20409239",1,"982","1073",92,"1","276",100,3.35e-54,190
"POLIB","R2","SRR7910035.20409239","SRR7910035.20409239",1,"1094","1193",100,"2","301",98,3.91e-58,201
"TAC102","R1","SRR7910035.20409286","SRR7910035.20409286",1,"73","172",100,"1","300",100,1.61e-59,204
"TAC102","R2","SRR7910035.20409286","SRR7910035.20409286",1,"45","144",100,"1","300",99,9.96e-60,205
"ATPF1A","R1","SRR7910035.20410496","SRR7910035.20410496",1,"479","578",100,"1","300",99,1.46e-64,212
"ATPF1A","R2","SRR7910035.20410496","SRR7910035.20410496",1,"517","584",68,"95","298",97.059,7.59e-38,141
"ATPF1A","R1","SRR7910035.20411223","SRR7910035.20411223",1,"335","433",99,"3","299",100,8.2e-59,197
"ATPF1A","R2","SRR7910035.20411223","SRR7910035.20411223",1,"472","570",99,"3","299",95.96,2.33e-61,204
"ATPF1B","R1","SRR7910035.20413753","SRR7910035.20413753",1,"293","392",100,"1","300",100,3.68e-61,202
"ATPF1B","R2","SRR7910035.20413753","SRR7910035.20413753",1,"376","474",99,"3","299",95.96,5.9e-58,193
"TAC102","R1","SRR7910035.20414108","SRR7910035.20414108",1,"281","379",99,"3","299",98.99,9.28e-60,205
"TAC102","R2","SRR7910035.20414108","SRR7910035.20414108",1,"259","357",99,"3","299",98.99,1.95e-60,207
"ATPF1G","R1","SRR7910035.20414138","SRR7910035.20414138",1,"74","172",99,"3","299",98.99,1.25e-66,209
"ATPF1A","R1","SRR7910035.20420633","SRR7910035.20420633",1,"286","385",100,"1","300",99,8.29e-63,207
"ATPF1A","R2","SRR7910035.20420633","SRR7910035.20420633",1,"200","299",100,"1","300",78,2.71e-42,153
"ATPF1G","R1","SRR7910035.20422245","SRR7910035.20422245",1,"1","86",86,"42","299",100,4.15e-54,177
"ATPF1G","R2","SRR7910035.20422245","SRR7910035.20422245",1,"35","133",99,"2","298",95.96,1.18e-62,199
"TAC102","R1","SRR7910035.20424804","SRR7910035.20424804",1,"349","447",99,"2","298",100,1.52e-58,201
"TAC102","R2","SRR7910035.20424804","SRR7910035.20424804",1,"348","446",99,"3","299",98.99,5.13e-58,200
"ATPF1A","R1","SRR7910035.20425575","SRR7910035.20425575",1,"532","584",53,"138","296",100,4.33e-28,114
"ATPF1A","R2","SRR7910035.20425575","SRR7910035.20425575",1,"460","559",100,"1","300",99,9.15e-64,210
"ATPF1A","R1","SRR7910035.20425657","SRR7910035.20425657",1,"473","572",100,"1","300",100,2.53e-64,211
"ATPF1A","R2","SRR7910035.20425657","SRR7910035.20425657",1,"514","584",71,"88","300",100,2.23e-42,153
"ATPF1A","R1","SRR7910035.20431591","SRR7910035.20431591",1,"411","509",99,"2","298",100,2.45e-61,204
"ATPF1A","R2","SRR7910035.20431591","SRR7910035.20431591",1,"349","447",99,"3","299",94.949,2.54e-53,182
"TAC102","R1","SRR7910035.20432312","SRR7910035.20432312",1,"565","648",84,"47","298",98.81,1.89e-47,170
"TAC102","R2","SRR7910035.20432312","SRR7910035.20432312",1,"501","598",98,"3","296",95.918,9.98e-54,188
"POLIB","R1","SRR7910035.2043278","SRR7910035.2043278",1,"952","1051",100,"2","301",100,1.95e-59,205
"POLIB","R2","SRR7910035.2043278","SRR7910035.2043278",1,"845","941",97,"2","292",96.907,1.45e-53,188
"TAC102","R1","SRR7910035.20432830","SRR7910035.20432830",1,"808","899",92,"3","278",98.913,2.74e-55,192
"TAC102","R2","SRR7910035.20432830","SRR7910035.20432830",1,"733","818",86,"40","297",87.209,2.41e-25,107
"ATPF1A","R1","SRR7910035.20435889","SRR7910035.20435889",1,"42","138",97,"9","299",100,2.57e-59,198
"ATPF1A","R2","SRR7910035.20435889","SRR7910035.20435889",1,"119","218",100,"1","300",87,2.16e-45,161
"POLIB","R1","SRR7910035.20435920","SRR7910035.20435920",1,"94","192",99,"1","297",100,1.28e-59,206
"POLIB","R2","SRR7910035.20435920","SRR7910035.20435920",1,"183","282",100,"2","301",89,1.26e-52,186
"ATPF1A","R1","SRR7910035.20436256","SRR7910035.20436256",1,"376","474",99,"3","299",100,8.56e-60,199
"ATPF1A","R2","SRR7910035.20436256","SRR7910035.20436256",1,"331","430",100,"1","300",96,1.08e-57,194
"ATPF1B","R2","SRR7910035.20441526","SRR7910035.20441526",1,"455","519",65,"2","196",92.308,2.45e-16,81.3
"ATPF1A","R1","SRR7910035.20441819","SRR7910035.20441819",1,"1","79",79,"1","237",100,9.51e-22,96.7
"POLIB","R1","SRR7910035.20442721","SRR7910035.20442721",1,"129","228",100,"2","301",97,3.55e-58,202
"POLIB","R2","SRR7910035.20442721","SRR7910035.20442721",1,"239","337",99,"2","298",61.616,1.91e-28,117
"ATPF1G","R2","SRR7910035.20443470","SRR7910035.20443470",1,"230","305",76,"3","230",94.737,1.47e-33,124
"TAC102","R2","SRR7910035.20447909","SRR7910035.20447909",1,"584","648",65,"1","195",96.923,2.58e-33,130
"ATPF1A","R1","SRR7910035.20449086","SRR7910035.20449086",1,"518","584",67,"98","298",98.507,2.5e-38,142
"ATPF1A","R2","SRR7910035.20449086","SRR7910035.20449086",1,"428","527",100,"1","300",96,3.11e-59,198
"POLIB","R2","SRR7910035.20449163","SRR7910035.20449163",1,"1332","1404",73,"3","221",100,1.06e-38,146
"ATPF1B","R1","SRR7910035.20449183","SRR7910035.20449183",1,"1","92",92,"26","301",98.913,8.85e-55,185
"ATPF1B","R2","SRR7910035.20449183","SRR7910035.20449183",1,"101","199",99,"2","298",87.879,1.91e-37,139
"ATPF1A","R2","SRR7910035.20453716","SRR7910035.20453716",1,"2","94",93,"3","281",100,6.11e-31,122
"ATPF1A","R1","SRR7910035.20453871","SRR7910035.20453871",1,"269","368",100,"2","301",98,1.05e-61,204
"ATPF1A","R2","SRR7910035.20453871","SRR7910035.20453871",1,"351","448",98,"3","296",95.918,1.33e-53,183
"ATPF1A","R2","SRR7910035.2045751","SRR7910035.2045751",1,"42","125",84,"3","254",84.524,3.56e-40,147
"ATPF1B","R1","SRR7910035.20457813","SRR7910035.20457813",1,"154","252",99,"3","299",98.99,2.48e-46,163
"ATPF1B","R2","SRR7910035.20457813","SRR7910035.20457813",1,"77","174",98,"1","294",92.857,9.81e-54,182
"POLIB","R1","SRR7910035.20457885","SRR7910035.20457885",1,"1","51",51,"148","300",90.196,5.66e-22,98.6
"POLIB","R2","SRR7910035.20457885","SRR7910035.20457885",1,"1","58",58,"3","176",98.276,5.19e-29,118
"POLIB","R1","SRR7910035.20458699","SRR7910035.20458699",1,"1287","1367",81,"2","244",39.506,2.47e-11,68.2
"ATOM40","R1","SRR7910035.2045889","SRR7910035.2045889",1,"1","67",67,"3","203",100,1.94e-37,135
